Object Number,Title,Period,Classification,Link Resource
29.100.480,,Ming (1368–1644) or Qing (1644–1911) dynasty,Paintings,http://www.metmuseum.org/art/collection/search/51566
29.100.481,,Yuan dynasty (1271–1368),Paintings,http://www.metmuseum.org/art/collection/search/51567
29.100.509,,Early Ming dynasty (1368–1644),Paintings,http://www.metmuseum.org/art/collection/search/51568
29.100.521,,Ming (1368–1644) or Qing (1644–1911) dynasty,Paintings,http://www.metmuseum.org/art/collection/search/51569
29.100.522,,Song (960–1279) or Yuan (1271–1368) dynasty (?),Paintings,http://www.metmuseum.org/art/collection/search/51570
29.100.523,,Qing dynasty (1644–1911),Paintings,http://www.metmuseum.org/art/collection/search/51571
29.100.530,,Ming (1368–1644) or Qing (1644–1911) dynasty,Paintings,http://www.metmuseum.org/art/collection/search/51572
29.160.27,,Qing dynasty (1644–1911),Paintings,http://www.metmuseum.org/art/collection/search/51573
29.160.28,,Qing dynasty (1644–1911),Paintings,http://www.metmuseum.org/art/collection/search/51574
29.160.30,明/清　佚名　劉松年　偽款　山水人物圖|Garden estate,Ming (1368–1644) or Qing (1644–1911) dynasty,Paintings,http://www.metmuseum.org/art/collection/search/51575
30.76.190,,Ming dynasty (1368–1644) or earlier,Paintings,http://www.metmuseum.org/art/collection/search/51578
30.76.295,,Qing dynasty (1644–1911),Paintings,http://www.metmuseum.org/art/collection/search/51579
30.76.296,,Ming (1368–1644) or Qing (1644–1911) dynasty,Paintings,http://www.metmuseum.org/art/collection/search/51580
30.76.299a–xx,無款 清末 京劇一百人物像 冊 絹本|One hundred portraits of Peking opera characters,Qing dynasty (1644–1911),Paintings,http://www.metmuseum.org/art/collection/search/51581
30.84,,Qing dynasty (1644–1911),Paintings,http://www.metmuseum.org/art/collection/search/51582
33.167,明  佚名   蘇蕙璇璣圖  卷|Lady Su Hui and Her Verse Puzzle,Ming dynasty (1368–1644),Paintings,http://www.metmuseum.org/art/collection/search/51584
38.31.1,明  佚名   奉神圖   卷|Canonization scroll of Li Zhong,Ming dynasty (1368–1644),Paintings,http://www.metmuseum.org/art/collection/search/51585
38.31.2,,Ming dynasty (1368–1644) or earlier,Paintings,http://www.metmuseum.org/art/collection/search/51586
41.193,,Ming (1368–1644) or Qing (1644–1911) dynasty,Paintings,http://www.metmuseum.org/art/collection/search/51587
42.25.38,,Modern (?),Paintings,http://www.metmuseum.org/art/collection/search/51588
42.68.2,,Ming (1368–1644) or Qing (1644–1911) dynasty,Paintings,http://www.metmuseum.org/art/collection/search/51590
42.98,,Qing dynasty (1644–1911),Paintings,http://www.metmuseum.org/art/collection/search/51591
42.141.20,,Qing dynasty (1644–1911),Paintings,http://www.metmuseum.org/art/collection/search/51594
42.150.1,,Qing dynasty (1644–1911),Paintings,http://www.metmuseum.org/art/collection/search/51595
42.151.1,,"Qing dynasty (1644–1911), Qianlong period (1736–95)",Paintings,http://www.metmuseum.org/art/collection/search/51596
42.190.1,,Ming (1368–1644) or Qing (1644–1911) dynasty,Paintings,http://www.metmuseum.org/art/collection/search/51597
42.200.1,,Ming (1368–1644) or Qing (1644–1911) dynasty,Paintings,http://www.metmuseum.org/art/collection/search/51598
42.200.2,,Ming (1368–1644) or Qing (1644–1911) dynasty,Paintings,http://www.metmuseum.org/art/collection/search/51600
42.200.3,,Ming dynasty (?) (1368–1644),Paintings,http://www.metmuseum.org/art/collection/search/51601
42.200.4,,Ming dynasty (?) (1368–1644),Paintings,http://www.metmuseum.org/art/collection/search/51602
42.200.5,,Ming dynasty (?) (1368–1644),Paintings,http://www.metmuseum.org/art/collection/search/51604
42.200.6,,Ming dynasty (?) (1368–1644),Paintings,http://www.metmuseum.org/art/collection/search/51605
42.200.7,,Ming dynasty (?) (1368–1644),Paintings,http://www.metmuseum.org/art/collection/search/51607
42.200.8,,Ming dynasty (?) (1368–1644),Paintings,http://www.metmuseum.org/art/collection/search/51608
42.200.9,,Ming dynasty (?) (1368–1644),Paintings,http://www.metmuseum.org/art/collection/search/51610
42.200.10,,Ming dynasty (?) (1368–1644),Paintings,http://www.metmuseum.org/art/collection/search/51611
42.200.11,,Qing dynasty (1644–1911),Paintings,http://www.metmuseum.org/art/collection/search/51613
43.90,,Ming (1368–1644) or Qing (1644–1911) dynasty,Paintings,http://www.metmuseum.org/art/collection/search/51615
43.143.1,,Ming (1368–1644) or Qing (1644–1911) dynasty,Paintings,http://www.metmuseum.org/art/collection/search/51616
45.97.8,,Qing dynasty (1644–1911),Paintings,http://www.metmuseum.org/art/collection/search/51619
45.97.9a–h,清   陸漢 山水八開  冊|Eight landscapes,Qing dynasty (1644–1911),Paintings,http://www.metmuseum.org/art/collection/search/51621
45.97.10,,Qing dynasty (1644–1911),Paintings,http://www.metmuseum.org/art/collection/search/51622
45.152.1,,Qing dynasty (1644–1911),Paintings,http://www.metmuseum.org/art/collection/search/51624
47.18.5,"清　佚名　趙昌(僞款)　蜂王圖　卷|Yellow Roses and Bees, Pink Roses and Wasps",Qing dynasty (1644–1911),Paintings,http://www.metmuseum.org/art/collection/search/51637
47.18.6,,Ming dynasty (?) (1368–1644),Paintings,http://www.metmuseum.org/art/collection/search/51638
47.18.7,明/清　佚名　仿沈周　蘆雁花卉圖　卷|Marsh Scene with Birds,Ming (1368–1644) or Qing (1644–1911) dynasty,Paintings,http://www.metmuseum.org/art/collection/search/51639
47.18.8,,Ming (1368–1644) or Qing (1644–1911) dynasty,Paintings,http://www.metmuseum.org/art/collection/search/51640
47.18.12,壺天聚樂圖|Merry Gatherings in the Magic Jar,Ming (1368–1644) or Qing dynasty (1644–1911),Paintings,http://www.metmuseum.org/art/collection/search/51643
"47.18.13a, b",明/清　佚名　仿方從義　巢雲圖　卷|Miniature Landscape,Ming (1368–1644) or Qing dynasty (1644–1911),Paintings,http://www.metmuseum.org/art/collection/search/51644
47.18.14,明/清　佚名　仿方從義　巢雲圖　卷|Landscape,Ming (1368–1644) or Qing dynasty (1644–1911),Paintings,http://www.metmuseum.org/art/collection/search/51645
47.18.17,,Ming dynasty (1368–1644),Paintings,http://www.metmuseum.org/art/collection/search/51646
47.18.18,,Ming (1368–1644) or Qing dynasty (1644–1911),Paintings,http://www.metmuseum.org/art/collection/search/51647
47.18.20,,Ming dynasty (1368–1644),Paintings,http://www.metmuseum.org/art/collection/search/51648
47.18.21,,Qing dynasty (1644–1911),Paintings,http://www.metmuseum.org/art/collection/search/51649
47.18.23,,Ming dynasty (?) (1368–1644),Paintings,http://www.metmuseum.org/art/collection/search/51650
47.18.24,,Ming (1368–1644) or Qing dynasty (1644–1911),Paintings,http://www.metmuseum.org/art/collection/search/51651
47.18.25,,Ming (1368–1644) or Qing dynasty (1644–1911),Paintings,http://www.metmuseum.org/art/collection/search/51652
47.18.26a–h,唐(?)　佚名　佛畫八幅　散頁|Eight Buddhist Paintings,Tang dynasty (618–907) (?),Paintings,http://www.metmuseum.org/art/collection/search/51653
47.18.28,明　佚名　(傳)馬麟　雪梅圖　團扇|Snow Plum,Song dynasty (?) (960–1279),Paintings,http://www.metmuseum.org/art/collection/search/51654
47.18.29,清　郭汝龍　指畫寒禽圖　冊頁|Mynah on Reed,Ming dynasty (?) (1368–1644),Paintings,http://www.metmuseum.org/art/collection/search/51655
47.18.33,,Ming (1368–1644) or Qing dynasty (1644–1911),Paintings,http://www.metmuseum.org/art/collection/search/51656
47.18.34,,20th century,Paintings,http://www.metmuseum.org/art/collection/search/51657
47.18.35,,Ming (1368–1644) or Qing dynasty (1644–1911),Paintings,http://www.metmuseum.org/art/collection/search/51658
47.18.36,明　佚名　仿趙伯駒　春江行舟圖　團扇|Seascape,Ming dynasty (1368–1644),Paintings,http://www.metmuseum.org/art/collection/search/51659
47.18.38,,Ming dynasty (?) (1368–1644),Paintings,http://www.metmuseum.org/art/collection/search/51660
47.18.39,,Ming dynasty (1368–1644),Paintings,http://www.metmuseum.org/art/collection/search/51661
47.18.40,明/清　佚名　仿夏珪　捕魚圖　團扇|River Landscape with Boatmen,Ming dynasty (?) (1368–1644),Paintings,http://www.metmuseum.org/art/collection/search/51662
47.18.45,,Ming dynasty (1368–1644),Paintings,http://www.metmuseum.org/art/collection/search/51664
47.18.46,,Tang (618–907) or Song dynasty (960–1279),Paintings,http://www.metmuseum.org/art/collection/search/51665
47.18.47,,Ming (1368–1644) or Qing dynasty (1644–1911),Paintings,http://www.metmuseum.org/art/collection/search/51666
47.18.48,清　佚名　米芾(僞款)　雲山圖　卷|Mountain Landscape,Qing dynasty (?) (1644–1911),Paintings,http://www.metmuseum.org/art/collection/search/51667
47.18.49,宋/明?　佚名　仿王齊翰　挑耳圖　卷|Library Scene,Song dynasty (?) (960–1279),Paintings,http://www.metmuseum.org/art/collection/search/51668
47.18.50,明/清　佚名　人物故事圖　卷|Family Visit,Ming (1368–1644) or Qing dynasty (1644–1911),Paintings,http://www.metmuseum.org/art/collection/search/51669
47.18.51,明/清　佚名　林椿(僞款)　百鳥圖　卷|The Hundred Birds,Ming (1368–1644) or Qing dynasty (1644–1911),Paintings,http://www.metmuseum.org/art/collection/search/51670
47.18.52,,Ming dynasty (?) (1368–1644),Paintings,http://www.metmuseum.org/art/collection/search/51671
47.18.53,,Ming dynasty (?) (1368–1644),Paintings,http://www.metmuseum.org/art/collection/search/51672
47.18.54,,Ming (1368–1644) or Qing dynasty (1644–1911),Paintings,http://www.metmuseum.org/art/collection/search/51673
47.18.56,明/清　佚名　董源(僞款)　高樹叠嶂圖　軸|Mountain Landscape,Ming (1368–1644) or Qing dynasty (1644–1911),Paintings,http://www.metmuseum.org/art/collection/search/51674
47.18.57,明　佚名　楊昇(僞款)　白雲紅樹圖　軸|Misty Landscape,Ming dynasty (?) (1368–1644),Paintings,http://www.metmuseum.org/art/collection/search/51675
47.18.61,,Kizil kingdom,Paintings,http://www.metmuseum.org/art/collection/search/51677
47.18.62,,Ming dynasty (1368–1644),Paintings,http://www.metmuseum.org/art/collection/search/51678
47.18.64,,Ming dynasty (1368–1644),Paintings,http://www.metmuseum.org/art/collection/search/51679
47.18.65,,Qing dynasty (1644–1911),Paintings,http://www.metmuseum.org/art/collection/search/51680
47.18.66,,Qing dynasty (1644–1911),Paintings,http://www.metmuseum.org/art/collection/search/51681
47.18.67,,Qing dynasty (1644–1911),Paintings,http://www.metmuseum.org/art/collection/search/51682
47.18.68,,Ming (1368–1644) or Qing dynasty (1644–1911),Paintings,http://www.metmuseum.org/art/collection/search/51683
47.18.69,,Qing dynasty (1644–1911),Paintings,http://www.metmuseum.org/art/collection/search/51684
47.18.70,南宋   佚名   月下波浪圖   團扇|Waves in the moonlight,Southern Song dynasty (1127–1279),Paintings,http://www.metmuseum.org/art/collection/search/51685
47.18.71,,Qing dynasty (1644–1911),Paintings,http://www.metmuseum.org/art/collection/search/51686
47.18.72,,Song dynasty (?) (960–1279),Paintings,http://www.metmuseum.org/art/collection/search/51687
47.18.73,,Ming (1368–1644) or Qing dynasty (1644–1911),Paintings,http://www.metmuseum.org/art/collection/search/51688
47.18.74,,Ming dynasty (1368–1644),Paintings,http://www.metmuseum.org/art/collection/search/51689
47.18.75,,Song dynasty (?) (960–1279),Paintings,http://www.metmuseum.org/art/collection/search/51690
47.18.76,,Ming dynasty (?) (1368–1644),Paintings,http://www.metmuseum.org/art/collection/search/51691
47.18.78,,Song dynasty (?) (960–1279),Paintings,http://www.metmuseum.org/art/collection/search/51692
47.18.79,,early Ming dynasty (1368–1644),Paintings,http://www.metmuseum.org/art/collection/search/51693
47.18.81,,Qing dynasty (1644–1911),Paintings,http://www.metmuseum.org/art/collection/search/51694
47.18.82,,Ming (1368–1644) or Qing dynasty (1644–1911),Paintings,http://www.metmuseum.org/art/collection/search/51695
47.18.84,,Ming dynasty (?) (1368–1644),Paintings,http://www.metmuseum.org/art/collection/search/51696
47.18.85,明/清　佚名　傳王齊翰　商山四皓圖　卷|Scholars and Monkeys under Trees,Ming (1368–1644) or Qing dynasty (1644–1911),Paintings,http://www.metmuseum.org/art/collection/search/51697
47.18.86,明　佚名　陳容(僞款)　九龍行雨圖　卷|Nine Dragons,Ming dynasty (1368–1644),Paintings,http://www.metmuseum.org/art/collection/search/51698
47.18.87,,Ming (1368–1644) or Qing dynasty (1644–1911),Paintings,http://www.metmuseum.org/art/collection/search/51699
47.18.88,,Qing dynasty (1644–1911),Paintings,http://www.metmuseum.org/art/collection/search/51700
47.18.89,明/清　佚名　李遠(僞款)　仿夏珪江山清遠圖　卷|Landscape,Qing dynasty (1644–1911),Paintings,http://www.metmuseum.org/art/collection/search/51701
47.18.90,清　佚名　摹王旦、王素、王禹偁小像圖　卷|Three Bust Portraits of Tang and Song Officials,Qing dynasty (?) (1644–1911),Paintings,http://www.metmuseum.org/art/collection/search/51702
47.18.91,清　佚名　傳錢選　花果草蟲圖　卷|Flowers and Insects,Qing dynasty (1644–1911),Paintings,http://www.metmuseum.org/art/collection/search/51703
47.18.92,明   佚名（仿）吳育   新安汪氏譜牒   卷|Portrait of a Member and Record of the Wang Family,Ming dynasty (1368-1644),Paintings,http://www.metmuseum.org/art/collection/search/51704
47.18.93,明　佚名　舊傳韓幹　圉人呈馬圖　卷|Horse and groom,Ming dynasty (1368–1644),Paintings,http://www.metmuseum.org/art/collection/search/51705
47.18.94,,Ming (1368–1644) or Qing dynasty (1644–1911),Paintings,http://www.metmuseum.org/art/collection/search/51706
47.18.95,,Song dynasty (?) (960–1279),Paintings,http://www.metmuseum.org/art/collection/search/51707
47.18.96,明/清　佚名　錢選(僞款)　洗象圖　卷|Washing the Sacred Elephant,Ming (1368–1644) or Qing dynasty (1644–1911),Paintings,http://www.metmuseum.org/art/collection/search/51708
47.18.97,明/清　佚名　傳史道碩　八駿圖　卷|Eight Horses,Ming (1368–1644) or Qing (1644–1911) dynasty,Paintings,http://www.metmuseum.org/art/collection/search/51709
47.18.98,,early Ming dynasty (1368–1644),Paintings,http://www.metmuseum.org/art/collection/search/51710
47.18.99,清 佚名 群羊圖卷絹本設色|Landscape with goats,Qing dynasty (1644–1911),Paintings,http://www.metmuseum.org/art/collection/search/51711
47.18.100,,Qing dynasty (1644–1911),Paintings,http://www.metmuseum.org/art/collection/search/51712
47.18.101,,Ming dynasty (?) (1368–1644),Paintings,http://www.metmuseum.org/art/collection/search/51713
47.18.102,,Ming dynasty (?) (1368–1644),Paintings,http://www.metmuseum.org/art/collection/search/51714
47.18.105,,Ming dynasty (?) (1368–1644),Paintings,http://www.metmuseum.org/art/collection/search/51715
47.18.106,,Ming (1368–1644) or Qing (1644–1911) dynasty,Paintings,http://www.metmuseum.org/art/collection/search/51716
47.18.107,,Ming (1368–1644) or Qing dynasty (1644–1911),Paintings,http://www.metmuseum.org/art/collection/search/51717
47.18.108,,Ming (1368–1644) or Qing dynasty (1644–1911),Paintings,http://www.metmuseum.org/art/collection/search/51718
47.18.109,,Ming (1368–1644) or Qing dynasty (1644–1911),Paintings,http://www.metmuseum.org/art/collection/search/51719
47.18.112,,Ming (1368–1644) or Qing dynasty (1644–1911),Paintings,http://www.metmuseum.org/art/collection/search/51720
47.18.113,,Ming dynasty (?) (1368–1644),Paintings,http://www.metmuseum.org/art/collection/search/51721
47.18.114,,Ming dynasty (?) (1368–1644),Paintings,http://www.metmuseum.org/art/collection/search/51722
47.18.115,明/清　佚名　趙孟頫(僞款)　西成歸樂圖　卷|Happy Return from the West,Ming (1368–1644) or Qing dynasty (1644–1911),Paintings,http://www.metmuseum.org/art/collection/search/51723
47.18.117,明　佚名　吳鎮(僞款)　 枯木竹石圖　卷|Bamboos,Ming dynasty (?) (1368–1644),Paintings,http://www.metmuseum.org/art/collection/search/51724
