Object Number,Title,Period,Classification,Link Resource
1986.267.33,清  胡遠  芍藥  扇面|Herbaceous Peony,Qing dynasty (1644–1911),Paintings,http://www.metmuseum.org/art/collection/search/49456
1986.267.39,清  張熊  蟾蜍  團扇|Flower and Toad,Qing dynasty (1644–1911),Paintings,http://www.metmuseum.org/art/collection/search/49457
1986.267.40,清  張熊  山水  冊頁|Landscape,Qing dynasty (1644–1911),Paintings,http://www.metmuseum.org/art/collection/search/49458
1986.267.42,清  居巢  鳥圖  扇面|Bird,Qing dynasty (1644–1911),Paintings,http://www.metmuseum.org/art/collection/search/49459
1986.267.45,清  任薰  高士臨風  扇面|Scholar in the Wind,Qing dynasty (1644–1911),Paintings,http://www.metmuseum.org/art/collection/search/49460
1986.267.46,清  任薰   海棠小鳥  扇面|Bird on a Rock by a Flowering Branch,Qing dynasty (1644–1911),Paintings,http://www.metmuseum.org/art/collection/search/49461
1986.267.50,清  任頤  軸|Man on a Bridge,Qing dynasty (1644–1911),Paintings,http://www.metmuseum.org/art/collection/search/49462
1986.267.48,清  任頤  童子水牛  扇面|Herdboy and Buffalo,Qing dynasty (1644–1911),Paintings,http://www.metmuseum.org/art/collection/search/49463
1985.131.2,清  任頤  冊頁|Two Birds Perched on a Flowering Rose Bush,Qing dynasty (1644–1911),Paintings,http://www.metmuseum.org/art/collection/search/49464
1985.131.3,,Qing dynasty (1644–1911),Paintings,http://www.metmuseum.org/art/collection/search/49465
1986.267.51,清  虛谷  菊花  軸|Chrysanthemum,Qing dynasty (1644–1911),Paintings,http://www.metmuseum.org/art/collection/search/49466
1986.267.52,清  虛谷  蝶貓圖  軸|Cat and Butterfly,Qing dynasty (1644–1911),Paintings,http://www.metmuseum.org/art/collection/search/49467
1986.267.53,清 虛谷  秋帆圖  冊頁|Sailing in Autumn,Qing dynasty (1644–1911),Paintings,http://www.metmuseum.org/art/collection/search/49468
1986.267.54,清  虛谷  松鼠  扇面|Squirrel on an Autumn Branch,Qing dynasty (1644–1911),Paintings,http://www.metmuseum.org/art/collection/search/49469
1986.267.61,清  王禮  狸奴圖  軸|Cat,Qing dynasty (1644–1911),Paintings,http://www.metmuseum.org/art/collection/search/49470
1986.267.71,清  任預  石室參禪圖  軸|Meditation in a Cave,Qing dynasty (1644–1911),Paintings,http://www.metmuseum.org/art/collection/search/49471
1986.267.74,清  吳大澂  山水  扇面|Fragrant Mountains,Qing dynasty (1644–1911),Paintings,http://www.metmuseum.org/art/collection/search/49472
1986.267.78,清   沙馥   桃李芳園圖   摺扇|The Peach and Plum Garden,Qing dynasty (1644–1911),Paintings,http://www.metmuseum.org/art/collection/search/49474
1986.267.79,清  金?  梅花  扇面|Plum,Qing dynasty (1644–1911),Paintings,http://www.metmuseum.org/art/collection/search/49475
1986.267.80,清   錢慧安   仕女圖   摺扇|Woman in a garden,Qing dynasty (1644–1911),Paintings,http://www.metmuseum.org/art/collection/search/49476
1986.267.81,清  錢慧安  童子飲牛  軸|Herd-boys and Buffalo,Qing dynasty (1644–1911),Paintings,http://www.metmuseum.org/art/collection/search/49477
2017.327.1,明 沈周 夜雨泊舟圖 軸|Anchorage on a Rainy Night,Ming dynasty (1368–1644),Paintings,http://www.metmuseum.org/art/collection/search/49549
47.18.132,,Uyghur kingdom,Paintings,http://www.metmuseum.org/art/collection/search/49570
51.94.4,,Kizil Kingdom,Paintings,http://www.metmuseum.org/art/collection/search/49571
51.94.5,,Kizil kingdom,Paintings,http://www.metmuseum.org/art/collection/search/49572
51.94.6,,Kizil kingdom,Paintings,http://www.metmuseum.org/art/collection/search/49573
51.94.7,,Kizil kingdom,Paintings,http://www.metmuseum.org/art/collection/search/49574
1986.267.88,近代  黃山壽  洞天仙境  軸|Heavenly Cave in the Immortal World,Qing dynasty (1644–1911),Paintings,http://www.metmuseum.org/art/collection/search/49592
1986.267.90,近代  倪田  八哥  軸|Mynahs,Qing dynasty (1644–1911),Paintings,http://www.metmuseum.org/art/collection/search/49593
1986.267.91,近代  倪田  雙馬圖  軸|Two Horses,Qing dynasty (1644–1911),Paintings,http://www.metmuseum.org/art/collection/search/49594
1986.267.94,近代  陸恢  美人  扇面|A Beauty,Qing dynasty (1644–1911),Paintings,http://www.metmuseum.org/art/collection/search/49595
1986.267.98,近代  李瑞清  梅花  軸|Blossoming Plum,Qing dynasty (1644–1911),Paintings,http://www.metmuseum.org/art/collection/search/49597
1986.267.100,清/現代   高邕   鷹圖   軸|Eagle,Qing dynasty (1644–1911) or Republic period (1912–49),Paintings,http://www.metmuseum.org/art/collection/search/49598
1986.267.101,清/現代　高邕　故園秋柳圖　摺扇|Willow,Qing dynasty (1644–1911),Paintings,http://www.metmuseum.org/art/collection/search/49602
1986.267.112,現代   陳衡恪   木石圖   軸|Rock and tree,Republic period (1912–49),Paintings,http://www.metmuseum.org/art/collection/search/49610
1986.267.145,清/現代　俞明　桐窗仕女圖　摺扇|Woman by a window beneath a wutong tree,Republic period (1912–49),Paintings,http://www.metmuseum.org/art/collection/search/49626
1989.363.166,"現代　朱竹雲　春江平遠圖　摺扇|Spring River, Level Distance, after Jiang Shen",Republic period (1912–49),Paintings,http://www.metmuseum.org/art/collection/search/49631
1986.267.212,現代   齊白石   蝦柳圖   軸|Shrimp,Republic period (1912–49),Paintings,http://www.metmuseum.org/art/collection/search/49648
1986.267.285,清/現代　陳半丁　長松圖　軸|Pine,Republic period (1912–49),Paintings,http://www.metmuseum.org/art/collection/search/49674
1998.483.2,,Edo period (1615–1868),Paintings,http://www.metmuseum.org/art/collection/search/49821
1999.196,遼  宴飲圖（殘片）|Banquet Scene,Liao dynasty (907–1125),Paintings,http://www.metmuseum.org/art/collection/search/49959
1999.195,遼  宴飲圖（殘片）|Banquet Scene,Liao dynasty (907–1125),Paintings,http://www.metmuseum.org/art/collection/search/49960
2001.746.2,明　杜堇　陶淵明賞菊圖　軸|Tao Yuanming enjoying chrysanthemums,Ming dynasty (1368–1644),Paintings,http://www.metmuseum.org/art/collection/search/50167
2000.664,明   史忠   雪景山水圖   軸|Winter landscape with fisherman,Ming dynasty (1368–1644),Paintings,http://www.metmuseum.org/art/collection/search/50168
29.100.461,작자미상 수월관음도   고려|作者未詳 水月觀音圖   高麗|Water-Moon Avalokiteshvara,Goryeo dynasty (918–1392),Paintings,http://www.metmuseum.org/art/collection/search/50360
2015.300.299,탄은 이정	 대나무   조선|灘隱 李霆	墨竹圖	朝鮮|Bamboo in the Wind,Joseon dynasty (1392–1910),Paintings,http://www.metmuseum.org/art/collection/search/50486
47.18.11,清　佚名　蘇軾(僞款)　墨竹圖　卷|Bamboo,Ming (1368–1644) or Qing dynasty (1644–1911),Paintings,http://www.metmuseum.org/art/collection/search/50663
57.70.4,,Meiji period (1868–1912),Paintings,http://www.metmuseum.org/art/collection/search/50771
1999.161,,Edo period (1615–1868),Paintings,http://www.metmuseum.org/art/collection/search/50811
14.76.61.73,猫に蜘蛛図|Cat Watching a Spider,Meiji period (1868–1912),Paintings,http://www.metmuseum.org/art/collection/search/50826
47.18.9,清　佚名　明宣宗(僞款)　唐苑嬉春圖　卷|Spring Play in a Tang Garden,Qing dynasty (1644–1911),Paintings,http://www.metmuseum.org/art/collection/search/50827
37.119.1,,Meiji period (1868–1912),Paintings,http://www.metmuseum.org/art/collection/search/50829
"1999.204.1, .2",狩野山卜筆四季花鳥図屏風|Birds and Flowers of the Four Seasons,Edo period (1615–1868),Paintings,http://www.metmuseum.org/art/collection/search/50843
"1987.278a, b",해질녘 산사의 종소리 조선|煙寺暮鍾圖 朝鮮|Evening bell from mist-shrouded temple (left); Autumn moon over Lake Dongting (right),Joseon dynasty (1392–1910),Paintings,http://www.metmuseum.org/art/collection/search/50897
14.76.58.1–.25,『画本葛飾振』|Picture Book in the Katsushika Style (Ehon Katsushika-buri),Edo period (1615–1868),Paintings,http://www.metmuseum.org/art/collection/search/50915
02.18.623e,清　楊天壁　敬芝軒第貳圖　卷|Second View of the Studio for Respecting the Fungus of Longevity,Qing dynasty (1644–1911),Paintings,http://www.metmuseum.org/art/collection/search/51234
11.170,清 佚名 清明上河圖|Going Upriver on the Qingming Festival,Qing dynasty (1644–1911),Paintings,http://www.metmuseum.org/art/collection/search/51284
12.134.8,明　佚名　傳仇英　唐宫圖　軸|A Tang Palace,Ming dynasty (1368–1644),Paintings,http://www.metmuseum.org/art/collection/search/51285
13.62a–d,清   佚名   蘇蕙璇璣圖  卷|Lady Su Hui and Her Verse Puzzle,Qing dynasty (1644–1911),Paintings,http://www.metmuseum.org/art/collection/search/51286
13.95.1,,Qing dynasty (1644–1911),Paintings,http://www.metmuseum.org/art/collection/search/51287
13.100.19,,Ming dynasty (1368–1644) or later,Paintings,http://www.metmuseum.org/art/collection/search/51288
13.100.20,,late Ming (1368–1644)–early Qing (1644–1911) dynasty,Paintings,http://www.metmuseum.org/art/collection/search/51289
13.100.23,"明   佚名  倣吳偉   漢鍾離像   軸|The Immortal, Zhong li",Ming (1368–1644) or Qing dynasty (1644–1911),Paintings,http://www.metmuseum.org/art/collection/search/51291
13.100.26,清   佚名   舊傳顧愷之   會稽山圖   卷|The Hills of Kuaiji,Ming (1368–1644) or Qing dynasty (1644–1911),Paintings,http://www.metmuseum.org/art/collection/search/51292
13.100.27,明/清  佚名   舊傳郭煕   關山行旅圖    卷|Traveling amid Mountains,Ming (1368–1644) or Qing dynasty (1644–1911),Paintings,http://www.metmuseum.org/art/collection/search/51293
13.100.28,明/清   佚名   舊傳董源   山水圖   卷|Landscape,Ming (1368–1644) or Qing (1644–1911) dynasty,Paintings,http://www.metmuseum.org/art/collection/search/51305
13.100.31,,Ming dynasty (1368–1644) or later,Paintings,http://www.metmuseum.org/art/collection/search/51306
13.100.34,,Ming dynasty (1368–1644) (?),Paintings,http://www.metmuseum.org/art/collection/search/51307
13.100.35,舊傳錢選   錦堂圖   卷|Brocade Hall,Qing dynasty (1644–1911),Paintings,http://www.metmuseum.org/art/collection/search/51366
13.100.36,清   佚名   舊傳易元吉   八禽圖   卷|Birds on Branches,Qing dynasty (1644–1911),Paintings,http://www.metmuseum.org/art/collection/search/51367
13.100.37,明   佚名   舊傳刁光   叢簧集羽   卷|River Scene with Birds and Bamboo,late Ming (1368–1644)–early Qing (1644–1911) dynasty,Paintings,http://www.metmuseum.org/art/collection/search/51368
13.100.41,清   佚名   倣惲壽平   倣米家山水圖   扇|Landscape,Qing dynasty (1644–1911),Paintings,http://www.metmuseum.org/art/collection/search/51369
13.100.51,明   宋旭   書法   扇|Landscape,Ming dynasty (1368–1644),Paintings,http://www.metmuseum.org/art/collection/search/51375
13.100.73,明/清   佚名   倣沈周   山水   扇|Landscape,Ming (1368–1644) or Qing (1644–1911) dynasty,Paintings,http://www.metmuseum.org/art/collection/search/51378
13.100.98,,Song (960–1279)–Ming (1368–1644) dynasty,Paintings,http://www.metmuseum.org/art/collection/search/51384
13.100.100,清  佚名   舊傳蘇軾   墨竹圖   扇|Bamboo,Ming (1368–1644) or Qing dynasty (1644–1911),Paintings,http://www.metmuseum.org/art/collection/search/51387
13.100.103,南宋？佚名    舊傳吳炳   枇杷八哥圖   團扇頁|Minah Bird on a Loquat Branch,Song dynasty (960–1279) or later,Paintings,http://www.metmuseum.org/art/collection/search/51389
13.100.105,明?   佚名   舊傳李嵩   溪山樓閣圖   扇|Pavilion on a pond,Ming (1368–1644) or Qing dynasty (1644–1911),Paintings,http://www.metmuseum.org/art/collection/search/51391
13.100.106,明/清   佚名   舊傳 元張可觀   月映松臺圖   冊頁|Moonlit terrace,Ming (1368–1644) or Qing dynasty (1644–1911),Paintings,http://www.metmuseum.org/art/collection/search/51392
13.100.107,明  佚名（舊傳宋徽宗） 荔枝圖  冊頁|Bird on a Lychee Branch,Ming dynasty (?) (1368–1644),Paintings,http://www.metmuseum.org/art/collection/search/51393
13.100.108,明　佚名　舊傳李公麟　蘭亭修禊圖　團扇|Gathering at the Orchid Pavilion,Ming dynasty (1368–1644),Paintings,http://www.metmuseum.org/art/collection/search/51394
13.100.111,,probably Yuan dynasty (1271–1368),Paintings,http://www.metmuseum.org/art/collection/search/51395
13.100.113,,Song dynasty (960–1279),Paintings,http://www.metmuseum.org/art/collection/search/51396
13.100.114,明    佚名    南瓜    扇面|Squash,Song dynasty (?) (960–1279),Paintings,http://www.metmuseum.org/art/collection/search/51397
13.100.115,,Song dynasty (?) (960–1279),Paintings,http://www.metmuseum.org/art/collection/search/51398
13.100.116,明?   佚名   舊傳燕文貴   雪橋送別   扇|Bridge in Snow,Song dynasty (960–1279),Paintings,http://www.metmuseum.org/art/collection/search/51399
13.100.118,,Ming (1368–1644) or Qing dynasty (1644–1911),Paintings,http://www.metmuseum.org/art/collection/search/51400
13.100.119,,Ming (1368–1644) or Qing dynasty (1644–1911),Paintings,http://www.metmuseum.org/art/collection/search/51401
13.100.121,明/清   佚名   仙山樓閣圖   團扇頁|Palace,Ming (1368–1644) or Qing dynasty (1644–1911),Paintings,http://www.metmuseum.org/art/collection/search/51402
13.100.126,明/清   佚名   梅竹圖   冊頁|Flowering Plum and Bamboo,Ming (1368–1644) or Qing dynasty (1644–1911),Paintings,http://www.metmuseum.org/art/collection/search/51403
13.100.127,清   佚名   山禽海棠   扇|Flowers with Birds,Ming (1368–1644) or Qing dynasty (1644–1911),Paintings,http://www.metmuseum.org/art/collection/search/51404
13.100.128,,Qing dynasty (1644–1911),Paintings,http://www.metmuseum.org/art/collection/search/51405
13.100.129,清   佚名   秋葉山禽   冊頁|Bird on Branch,Qing dynasty (1644–1911),Paintings,http://www.metmuseum.org/art/collection/search/51406
13.100.130,,Qing dynasty (1644–1911),Paintings,http://www.metmuseum.org/art/collection/search/51407
13.100.131,清   佚名   竹禽圖   冊頁|Bamboo Branch with Berries and Birds,Qing dynasty (1644–1911),Paintings,http://www.metmuseum.org/art/collection/search/51408
13.100.132,,Ming (1368–1644) or Qing dynasty (1644–1911),Paintings,http://www.metmuseum.org/art/collection/search/51409
13.100.133,清   佚名   蜂舞花叢   册頁|Flowers and Bees,Qing dynasty (1644–1911),Paintings,http://www.metmuseum.org/art/collection/search/51410
13.100.134,,Qing dynasty (1644–1911),Paintings,http://www.metmuseum.org/art/collection/search/51411
13.100.135,,Qing dynasty (1644–1911),Paintings,http://www.metmuseum.org/art/collection/search/51412
13.100.136,清   佚名   秋梨圖   冊頁|Branch of Tree with Fruit,Qing dynasty (1644–1911),Paintings,http://www.metmuseum.org/art/collection/search/51413
13.100.137,,Qing dynasty (1644–1911),Paintings,http://www.metmuseum.org/art/collection/search/51414
13.194,,Ming (1368–1644) or Qing dynasty (1644–1911),Paintings,http://www.metmuseum.org/art/collection/search/51415
13.220.2,明   佚名   舊傳周昉   閑庭仕女圖   卷|Women and children in a garden,Qing dynasty (1644–1911),Paintings,http://www.metmuseum.org/art/collection/search/51416
13.220.3,清   佚名   舊傳范寬   煙嵐秋曉圖   卷|Autumn Landscape,Ming (1368–1644) or Qing dynasty (1644–1911),Paintings,http://www.metmuseum.org/art/collection/search/51417
13.220.4,明/清   佚名   舊傳趙孟頫   相馬圖   卷|Judging a Horse,Ming (1368–1644) or Qing dynasty (1644–1911),Paintings,http://www.metmuseum.org/art/collection/search/51418
13.220.5,明　佚名　郭忠恕　僞款　輞川圖　卷|Wangchuan Villa,Ming dynasty (1368–1644),Paintings,http://www.metmuseum.org/art/collection/search/51419
13.220.6,明   佚名   八駿圖   卷|Eight Horses,Ming (1368–1644) or Qing dynasty (1644–1911),Paintings,http://www.metmuseum.org/art/collection/search/51420
13.220.7,明/清   佚名   舊傳艾宣    鵪鶉   卷|Quail,Ming (1368–1644)–Qing (1644–1911) dynasty,Paintings,http://www.metmuseum.org/art/collection/search/51421
13.220.10,,Qing dynasty (1644–1911),Paintings,http://www.metmuseum.org/art/collection/search/51422
13.220.12,"明   佚名   禮佛圖   軸|Shakyamuni with luohan, heavenly king, and boys",Ming dynasty (1368–1644),Paintings,http://www.metmuseum.org/art/collection/search/51423
13.220.14,,Ming (1368–1644) or Qing (1644–1911) dynasty,Paintings,http://www.metmuseum.org/art/collection/search/51424
13.220.16,,Qing dynasty (1644–1911),Paintings,http://www.metmuseum.org/art/collection/search/51425
13.220.17,清   佚名   倣文徵明   深林調茗   軸|Scholar Seated in Grove,late Qing dynasty (1644–1911),Paintings,http://www.metmuseum.org/art/collection/search/51426
13.220.19,明/清   佚名   舊傳方從義   三學士圖   軸|The Three Scholars,Qing dynasty (1644–1911),Paintings,http://www.metmuseum.org/art/collection/search/51427
13.220.20,,Qing dynasty (1644–1911),Paintings,http://www.metmuseum.org/art/collection/search/51428
"13.220.21a, b",,Ming (1368–1644) or Qing (1644–1911) dynasty,Paintings,http://www.metmuseum.org/art/collection/search/51429
13.220.22,,Ming (1368–1644) or Qing (1644–1911) dynasty,Paintings,http://www.metmuseum.org/art/collection/search/51477
13.220.25,清   佚名   持瓶仕女   軸|Girl Bringing Jar of Wine,Qing dynasty (1644–1911),Paintings,http://www.metmuseum.org/art/collection/search/51478
13.220.26,明   佚名   倣王紱   秋窗讀書圖   軸|Landscape,Ming (1368–1644) or Qing dynasty (1644–1911),Paintings,http://www.metmuseum.org/art/collection/search/51479
13.220.27,,Qing dynasty (?) (1644–1911),Paintings,http://www.metmuseum.org/art/collection/search/51480
13.220.29,,Ming (1368–1644) or Qing (1644–1911) dynasty,Paintings,http://www.metmuseum.org/art/collection/search/51481
13.220.32,,Qing (1644–1911) dynasty,Paintings,http://www.metmuseum.org/art/collection/search/51482
13.220.33,清   佚名   倣王翬   倣李公麟草堂圖   軸|Landscape in the Style of Li Gonglin,Qing dynasty (1644–1911),Paintings,http://www.metmuseum.org/art/collection/search/51483
13.220.38a–l,清   曹澗   倣名家山水   冊|Landscapes in the Styles of Various Artists,Qing dynasty (1644–1911),Paintings,http://www.metmuseum.org/art/collection/search/51484
13.220.83a–j,清 緙絲山水人物圖|Mythical landscape with immortals,Qing dynasty (1644–1911),Paintings,http://www.metmuseum.org/art/collection/search/51485
13.220.89,明/清   佚名   倣宋徽宗   明皇訓儲圖摹本   卷|Copy of Tang Ming Huang Instructing the Prince,Ming (1368–1644) or Qing (1644–1911) dynasty,Paintings,http://www.metmuseum.org/art/collection/search/51487
13.220.90,明   佚名   松鶴圖    軸|Scholar and Attendant in Mountain Retreat,Ming (1368–1644) or Qing (1644–1911) dynasty,Paintings,http://www.metmuseum.org/art/collection/search/51488
13.220.91,,Qing dynasty (1644–1911),Paintings,http://www.metmuseum.org/art/collection/search/51489
13.220.93,明/清   佚名   倣倪瓚   樂圃林居圖   軸|Landscape after Ni Zan (1306–1374),Ming (1368–1644) or Qing dynasty (1644–1911),Paintings,http://www.metmuseum.org/art/collection/search/51490
13.220.94,明   鄭重   一葦渡江圖   軸|Old Bodhidharma Crossing River on Reed,Qing dynasty (1644–1911),Paintings,http://www.metmuseum.org/art/collection/search/51491
13.220.95,,Ming (1368–1644) or Qing (1644–1911) dynasty,Paintings,http://www.metmuseum.org/art/collection/search/51492
13.220.96,,Ming (1368–1644) or Qing (1644–1911) dynasty,Paintings,http://www.metmuseum.org/art/collection/search/51493
13.220.97,明   佚名   舊傳燕文貴   溪山行旅圖   卷|Landscape,Ming (1368–1644) or Qing (1644–1911) dynasty,Paintings,http://www.metmuseum.org/art/collection/search/51494
13.220.99a,明/清   佚名   舊傳陸青   洗馬圖   冊頁|Washing a Horse,Ming (1368–1644)–Qing (1644–1911) dynasty,Paintings,http://www.metmuseum.org/art/collection/search/51495
13.220.99c,明/清   佚名   賣花郎   冊頁|Flower Vendor,Ming (1368–1644)–Qing (1644–1911) dynasty,Paintings,http://www.metmuseum.org/art/collection/search/51496
13.220.99d,清   佚名   舊傳管道昇   竹石圖   冊頁|Bamboo,Ming (1368–1644)–Qing (1644–1911) dynasty,Paintings,http://www.metmuseum.org/art/collection/search/51497
13.220.99e,,Qing dynasty (1644–1911),Paintings,http://www.metmuseum.org/art/collection/search/51498
13.220.99f,,Qing dynasty (1644–1911),Paintings,http://www.metmuseum.org/art/collection/search/51499
13.220.99g,清   佚名   舊傳曹知白   岩居積雪圖   冊頁|Landscape,Qing dynasty (1644–1911),Paintings,http://www.metmuseum.org/art/collection/search/51500
13.220.99h,,Qing dynasty (1644–1911),Paintings,http://www.metmuseum.org/art/collection/search/51501
13.220.99i,,Qing dynasty (1644–1911),Paintings,http://www.metmuseum.org/art/collection/search/51502
13.220.99k,,Qing dynasty (1644–1911),Paintings,http://www.metmuseum.org/art/collection/search/51503
13.220.99j,明/清   佚名  舊傳趙芾   乘蓮渡江   冊頁|Sage Floating on Lotus Leaf,Ming (1368–1644) or Qing (1644–1911) dynasty,Paintings,http://www.metmuseum.org/art/collection/search/51504
13.220.100a–l,,Ming (1368–1644) or Qing (1644–1911) dynasty,Paintings,http://www.metmuseum.org/art/collection/search/51505
13.220.103,明   佚名   秋林讀易圖   軸|Mountain Scenery,Qing dynasty (1644–1911),Paintings,http://www.metmuseum.org/art/collection/search/51506
13.220.106,明/清   佚名（舊傳趙伯駒） 蘭亭圖   軸|Orchid Pavilion or Lanting,Ming (1368–1644) or Qing (1644–1911) dynasty,Paintings,http://www.metmuseum.org/art/collection/search/51507
13.220.107,明/清  佚名  舊傳方從義  風雨圖  軸|Wind and Water: Landscape in the Style of Mi Fu,Ming (1368–1644) or Qing (1644–1911) dynasty,Paintings,http://www.metmuseum.org/art/collection/search/51508
13.220.108,,Qing dynasty (1644–1911),Paintings,http://www.metmuseum.org/art/collection/search/51509
13.220.113,清 佚名 舊傳陸治 秋林圖 軸|An Autumnal Grove,Ming (1368–1644) or Qing (1644–1911) dynasty,Paintings,http://www.metmuseum.org/art/collection/search/51510
13.220.114,,Qing dynasty (1644–1911),Paintings,http://www.metmuseum.org/art/collection/search/51511
13.220.120,,Ming (1368–1644) or Qing (1644–1911) dynasty,Paintings,http://www.metmuseum.org/art/collection/search/51512
13.220.121,清   佚名   舊傳郎世寧   游鹿圖   軸|Fawn at Play,Qing dynasty (1644–1911),Paintings,http://www.metmuseum.org/art/collection/search/51513
13.220.125,明/清   佚名   舊傳王振鵬   養正圖   卷|Family Training,Ming (1368–1644) or Qing (1644–1911) dynasty,Paintings,http://www.metmuseum.org/art/collection/search/51514
13.220.126,清   佚名   倣董其昌   倣米氏雲山圖   卷|Cloudy Mountain in the Style of Mi Fu (1052–1107),Qing dynasty (1644–1911),Paintings,http://www.metmuseum.org/art/collection/search/51515
13.220.130a–j,明/清   佚名   舊傳李公麟   法海靈山圖   冊|Procession of Arhats,Ming (1368–1644) or Qing (1644–1911) dynasty,Paintings,http://www.metmuseum.org/art/collection/search/51518
13.220.131a–j,明  宋旭   羅漢圖   冊|Ten Paintings of Luohans,Qing dynasty (1644–1911),Paintings,http://www.metmuseum.org/art/collection/search/51519
14.76.2,,Yuan (1271–1368) or Ming (1368–1644) dynasty,Paintings,http://www.metmuseum.org/art/collection/search/51521
14.76.5,,Ming dynasty (?) (1368–1644),Paintings,http://www.metmuseum.org/art/collection/search/51522
14.76.61.62,,Ming (1368–1644) or Qing (1644–1911) dynasty,Paintings,http://www.metmuseum.org/art/collection/search/51523
18.25.1,明 /清  佚名   李公麟 偽款   龍王請齋圖   卷|Buddhist luohans crossing the sea to the palace of the dragon king,Ming (1368–1644) dynasty,Paintings,http://www.metmuseum.org/art/collection/search/51524
18.25.2,,Ming (1368–1644) or Qing (1644–1911) dynasty,Paintings,http://www.metmuseum.org/art/collection/search/51525
18.124.1,,Ming dynasty (?) (1368–1644),Paintings,http://www.metmuseum.org/art/collection/search/51526
18.124.5,,Qing dynasty (1644–1911),Paintings,http://www.metmuseum.org/art/collection/search/51527
18.124.6,,Ming (1368–1644) or Qing (1644–1911) dynasty,Paintings,http://www.metmuseum.org/art/collection/search/51528
18.124.7,,Ming (1368–1644) or Qing (1644–1911) dynasty,Paintings,http://www.metmuseum.org/art/collection/search/51529
18.124.8,,Ming (1368–1644) or Qing (1644–1911) dynasty,Paintings,http://www.metmuseum.org/art/collection/search/51530
18.124.9,,Ming (1368–1644) or Qing (1644–1911) dynasty,Paintings,http://www.metmuseum.org/art/collection/search/51531
18.125,,Song dynasty (960–1279) or later,Paintings,http://www.metmuseum.org/art/collection/search/51532
19.149,,Ming (1368–1644) or Qing (1644–1911) dynasty,Paintings,http://www.metmuseum.org/art/collection/search/51533
19.159,,Ming (1368–1644) or Qing (1644–1911) dynasty,Paintings,http://www.metmuseum.org/art/collection/search/51534
19.166,,Ming (1368–1644) or Qing dynasty (1644–1911),Paintings,http://www.metmuseum.org/art/collection/search/51535
19.167,,Ming (1368–1644) or Qing (1644–1911) dynasty,Paintings,http://www.metmuseum.org/art/collection/search/51536
21.18,,Ming (1368–1644) or Qing (1644–1911) dynasty,Paintings,http://www.metmuseum.org/art/collection/search/51537
22.33.2,,Qing dynasty (1644–1911),Paintings,http://www.metmuseum.org/art/collection/search/51538
23.24,,Ming (1368–1644) or Qing (1644–1911) dynasty,Paintings,http://www.metmuseum.org/art/collection/search/51539
23.33.1,,Ming dynasty (1368–1644),Paintings,http://www.metmuseum.org/art/collection/search/51540
23.33.2,,Ming (1368–1644) or Qing (1644–1911) dynasty,Paintings,http://www.metmuseum.org/art/collection/search/51541
23.33.4,,Ming (1368–1644) or Qing (1644–1911) dynasty,Paintings,http://www.metmuseum.org/art/collection/search/51542
23.33.6,,Song dynasty (?) (960–1279),Paintings,http://www.metmuseum.org/art/collection/search/51543
23.53,,Ming (1368–1644) or Qing (1644–1911) dynasty,Paintings,http://www.metmuseum.org/art/collection/search/51544
23.117,,Ming (1368–1644) or Qing (1644–1911) dynasty,Paintings,http://www.metmuseum.org/art/collection/search/51545
23.142.1,,Song (960–1279) or Qing (1644–1911) dynasty (?),Paintings,http://www.metmuseum.org/art/collection/search/51546
23.142.2,,Ming (1368–1644) or Qing (1644–1911) dynasty,Paintings,http://www.metmuseum.org/art/collection/search/51547
24.44,壺天樂聚|Merry Gatherings in the Magic Jar,Song dynasty (960–1279),Paintings,http://www.metmuseum.org/art/collection/search/51548
25.18,,"Qing dynasty (1644–1911), Kangxi period (1662–1722)",Paintings,http://www.metmuseum.org/art/collection/search/51549
25.21a–h,清  佚名  中國地圖  屏風|Map of China,late Ming dynasty (?) (1368–1644),Paintings,http://www.metmuseum.org/art/collection/search/51550
26.114.1,,Yuan (1271–1368) or Ming (1368–1644) dynasty,Paintings,http://www.metmuseum.org/art/collection/search/51551
26.114.2,,Ming dynasty (1368–1644),Paintings,http://www.metmuseum.org/art/collection/search/51552
26.115.1,,Ming (1368–1644) or Qing (1644–1911) dynasty,Paintings,http://www.metmuseum.org/art/collection/search/51553
26.115.2,,Ming (1368–1644) or Qing (1644–1911) dynasty,Paintings,http://www.metmuseum.org/art/collection/search/51554
27.70,,Tang dynasty (618–907),Paintings,http://www.metmuseum.org/art/collection/search/51556
29.100.443,,Ming (1368–1644) or Qing (1644–1911) dynasty,Paintings,http://www.metmuseum.org/art/collection/search/51559
29.100.463,,Ming (1368–1644) or Qing (1644–1911) dynasty,Paintings,http://www.metmuseum.org/art/collection/search/51560
29.100.465,,Ming (1368–1644) or Qing (1644–1911) dynasty,Paintings,http://www.metmuseum.org/art/collection/search/51561
29.100.467,,Ming dynasty (1368–1644) (?),Paintings,http://www.metmuseum.org/art/collection/search/51562
29.100.468,,Ming dynasty (?) (1368–1644),Paintings,http://www.metmuseum.org/art/collection/search/51563
29.100.478,明/清   佚名   海天旭日圖   卷|Sea and Sky at Sunrise,Ming dynasty (1368–1644),Paintings,http://www.metmuseum.org/art/collection/search/51564
29.100.479,,Ming (1368–1644) or Qing (1644–1911) dynasty,Paintings,http://www.metmuseum.org/art/collection/search/51565
